area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
Строительство,Инженерно-экологические изыскания,2021,2025-08-26T04:21:50.323796+00:00,"Данный свод правил устанавливает общие правила производства инженерно-экологических изысканий, необходимых в строительстве. Документ регулирует методологию и требования к проведению изысканий для обеспечения экологической безопасности при строительстве.",Свод правил,СП 502.1325800.2021_Инженерно-экологические изыскания для строительства. Общие правила производства работ.pdf,Свод правил Инженерно-экологические изыскания для строительства. Общие правила производства работ,"['экологические изыскания', 'строительные изыскания', 'производственные правила']","['инженерно-экологические изыскания', 'строительство', 'общие правила', 'производство работ']",Русский,478,502.1325800.2021,5,86.3,2.0,,СП 502.1325800.2021_Инженерно-экологические изыскания для строительства. Общие правила производства работ.pdf,Действующий,147
Требования к оформлению отчета по результатам расчета пожарного риска,Пожарная безопасность,2024-09-29,2025-08-26T04:21:52.878950+00:00,Данный свод правил устанавливает требования к оформлению отчета по результатам расчета пожарного риска. Разработан в соответствии с техническим регламентом о требованиях пожарной безопасности и соответствующими постановлениями Правительства Российской Федерации.,Свод правил,СП 505.1311500.2021 Расчет пожарного риска. Требования к оформлению.pdf,Свод правил Расчет пожарного риска. Требования к оформлению,"['расчет пожарного риска', 'оформление документации', 'требования пожарной безопасности']","['Расчет пожарного риска', 'Требования к оформлению', 'Пожарная безопасность', 'СП']",Русский,2262,505.1311500.2021,5,41.2,46.2,Введен впервые,СП 505.1311500.2021 Расчет пожарного риска. Требования к оформлению.pdf,Действующий,17
,Отопление,2022-02-26,2025-08-26T04:21:56.112429+00:00,"Данный свод правил устанавливает требования к проектированию, монтажу, эксплуатации и безопасности тепловых пунктов и систем внутреннего теплоснабжения. Включает методики определения расчетных параметров, требования по снижению шума и вибраций, энергоэффективности, а также правила эксплуатации и монтажа.",Свод правил,СП 510.1325800.2022_Тепловые пункты и системы внутреннего теплоснабжения.pdf,Свод правил СП 510.1325800.2022 Тепловые пункты и системы внутреннего теплоснабжения,"['присоединение систем потребления теплоты', 'оборудование и трубопроводы', 'водоподготовка', 'автоматизация и диспетчеризация', 'требования безопасности', 'проектирование в особых природных условиях']","['тепловые пункты', 'внутреннее теплоснабжение', 'отопление', 'монтаж', 'эксплуатация', 'энергетическая эффективность']",русский,362,510.1325800.2022,5,94.5,0.5,Введен впервые,СП 510.1325800.2022_Тепловые пункты и системы внутреннего теплоснабжения.pdf,Действующий,82
Правила проектирования анкерных креплений к бетону,Строительство,2022-04-25,2025-08-26T04:21:58.964694+00:00,"Свод правил, утвержденный Министерством строительства и жилищно-коммунального хозяйства Российской Федерации, содержит правила проектирования анкерных креплений к бетону. Документ введен в действие в апреле 2022 года и разработан с участием научно-исследовательских институтов и технического комитета по стандартизации.",Свод правил,СП 513.1325800.2022_Анкерные крепления к бетону. Правила проектирования.pdf,СП 513.1325800.2022 Анкерные крепления к бетону. Правила проектирования,"['проектирование', 'нормативные документы', 'строительные материалы']","['анкерные крепления', 'бетон', 'правила проектирования', 'строительство']",Русский,286,513.1325800.2022,5,90.1,0.0,Введен впервые,СП 513.1325800.2022_Анкерные крепления к бетону. Правила проектирования.pdf,Действующий,48
Правила проектирования и строительства зданий из клееного деревянного бруса,Архитектура,2022-05-09,2025-08-26T04:22:03.190297+00:00,"Данный свод правил устанавливает требования и нормы проектирования и строительства зданий из клееного деревянного бруса. Документ включает разделы по конструктивным элементам зданий, требованиям к материалам, пожарной безопасности, санитарно-эпидемиологическим требованиям, энергосбережению и другим аспектам обеспечивающим безопасность и долговечность таких зданий.",Свод правил,СП 515.1325800.2022_Здания из клееного деревянного бруса. Правила проектирования и строительства.pdf,Свод правил СП 515.1325800.2022 Здания из клееного деревянного бруса. Правила проектирования и строительства,"['конструктивные элементы', 'требования к материалам', 'пожарная безопасность', 'энергосбережение', 'безопасность использования', 'долговечность']","['клееный деревянный брус', 'проектирование зданий', 'строительство зданий', 'пожарная безопасность', 'энергосбережение', 'санитарно-эпидемиологические требования']",русский,296,515.1325800.2022,5,91.2,0.0,Введен впервые,СП 515.1325800.2022_Здания из клееного деревянного бруса. Правила проектирования и строительства.pdf,Действующий,39
Проектирование и строительство жилых и общественных зданий с применением стен из деревянных бревенчатых или брусчатых срубных конструкций,Строительство,2023-12-28,2025-08-26T04:22:08.457689+00:00,"Данный свод правил устанавливает требования к проектированию и строительству жилых и общественных зданий с использованием деревянных срубных конструкций. В документе рассматриваются вопросы несущей способности и деформативности несущих элементов, материалы и изделия, пожарная безопасность, порядок строительства, инженерное оборудование и долговечность зданий.",Свод правил,СП 516.1325800.2022_Здания из деревянных срубных конструкций. Правила проектирования и строительства (с изменением 1).pdf,СП 516.1325800.2022 Здания из деревянных срубных конструкций. Правила проектирования и строительства,"['требования к несущей способности', 'материалы и изделия', 'пожарная безопасность', 'порядок строительства', 'инженерное оборудование', 'обеспечение долговечности']","['деревянные срубные конструкции', 'проектирование', 'строительство', 'жилые здания', 'общественные здания', 'пожарная безопасность', 'инженерное оборудование', 'долговечность']",русский,211,516.1325800.2022,5,90.1,0.6,Изм.1,СП 516.1325800.2022_Здания из деревянных срубных конструкций. Правила проектирования и строительства (с изменением 1).pdf,Действующий,86
"Эксплуатация централизованных систем, сооружений водоснабжения и водоотведения, не распространяется на системы горячего водоснабжения",Системы водоснабжения,2022-07-07,2025-08-26T04:22:14.345245+00:00,Настоящий свод правил устанавливает общие требования к эксплуатации централизованных систем и сооружений водоснабжения и водоотведения с учетом современных технологий и требований безопасности. Документ разработан для обеспечения требований Федерального закона №384-ФЗ и других нормативных актов. Введен впервые с 7 июля 2022 года приказом Минстроя России №453/пр.,Свод правил,"СП 517.1325800.2022_Эксплуатация централизованных систем, сооружений водоснабжения и водоотведения.pdf","Свод правил Эксплуатация централизованных систем, сооружений водоснабжения и водоотведения","['эксплуатация систем водоснабжения', 'водоотведение', 'технические нормы и требования', 'автоматизация и механизация процессов']","['эксплуатация', 'централизованные системы', 'водоснабжение', 'водоотведение', 'техническое регулирование', 'безопасность']",Русский,340,517.1325800.2022,5,69.2,87.8,Введен впервые,"СП 517.1325800.2022_Эксплуатация централизованных систем, сооружений водоснабжения и водоотведения.pdf",Действующий,127
"Правила проектирования кабельных линий связи, размещения оборудования средств связи, включая цифровые транспортные системы в составе линий связи",Сети связи,2023-04-18,2025-08-26T04:22:18.631959+00:00,"Настоящий свод правил распространяется на сети связи и устанавливает основные правила проектирования кабельных линий связи, линейно-кабельных сооружений и требования к размещению оборудования средств связи. Разработан для обеспечения требований технического регламента о безопасности зданий и сооружений, а также законодательства о связи и градостроительного кодекса Российской Федерации.",Свод правил,СП 519.1325800.2023_Сети связи. Правила проектирования.pdf,Свод правил Сети связи Правила проектирования,"['проектирование сетей связи', 'кабельные линии', 'безопасность сооружений', 'электроснабжение и заземление']","['свод правил', 'сети связи', 'проектирование', 'кабельные линии связи', 'оборудование средств связи', 'цифровые транспортные системы']",Русский,262,519.1325800.2023,5,94.1,25.2,Введен впервые,СП 519.1325800.2023_Сети связи. Правила проектирования.pdf,Действующий,27
"Проектирование несущих конструкций из многослойного стекла для зданий и сооружений различного назначения, эксплуатируемых при температурах от -40 °C до +50 °C и нормальном влажностном режиме внутри помещений",Архитектура,2023-05-15,2025-08-26T04:22:23.352722+00:00,"Данный свод правил устанавливает требования к проектированию несущих конструкций из многослойного стекла, выполненного из цельного листового стекла с использованием промежуточных слоев из ЭВА, ПВБ или ионопласта. Не распространяется на конструкции мостов, тоннелей, гидротехнических сооружений и комбинированные стеклянные конструкции.",Свод правил,СП 521.1325800.2023 Конструкции из многослойного стекла. Правила проектирования.pdf,Свод правил Конструкции из многослойного стекла. Правила проектирования,"['требования проектирования', 'конструкционные материалы', 'нормативные ссылки']","['многослойное стекло', 'конструкции', 'проектирование', 'свод правил', 'АРХИТЕКТУРА', 'строительство']",русский,257,521.1325800.2023,5,88.8,0.0,Введен впервые,СП 521.1325800.2023 Конструкции из многослойного стекла. Правила проектирования.pdf,Действующий,55
"Проектирование, производство работ и эксплуатация навесных фасадных вентилируемых конструкций для наружной облицовки стен зданий и сооружений, применяемых в новом строительстве и при реконструкции или капитальном ремонте",Архитектура,2023-06-06,2025-08-26T04:22:29.691594+00:00,"Данный свод правил устанавливает требования к проектированию, производству работ и эксплуатации навесных фасадных вентилируемых систем наружной облицовки зданий и сооружений. Документ разработан с учетом требований федеральных законов о безопасности зданий, пожарной безопасности, энергосбережении и энергоэффективности.",Свод правил,"СП 522.1325800.2023 Системы фасадные навесные вентилируемые. Правила проектирования, производства работ и эксплуатации.pdf","Свод правил Системы фасадные навесные вентилируемые Правила проектирования, производства работ и эксплуатации","['проектирование фасадов', 'производство фасадных систем', 'эксплуатация вентилируемых фасадов', 'требования безопасности', 'энергоэффективность']","['свод правил', 'фасадные системы', 'навесные фасады', 'вентилируемые фасады', 'проектирование', 'производство работ', 'эксплуатация', 'безопасность зданий', 'энергосбережение', 'пожарная безопасность']",Русский,210,522.1325800.2023,5,88.6,2.8,Введен впервые,"СП 522.1325800.2023 Системы фасадные навесные вентилируемые. Правила проектирования, производства работ и эксплуатации.pdf",Действующий,196
Проектирование теплонасосных систем теплохладоснабжения для зданий и сооружений,Отопление,2023-06-06,2025-08-26T04:22:37.243214+00:00,"Данный свод правил устанавливает правила проектирования теплонасосных систем теплохладоснабжения для внутреннего тепло- и холодоснабжения систем отопления, вентиляции и кондиционирования воздуха, горячего водоснабжения и технологического холода в новых, реконструируемых и ремонтируемых зданиях и сооружениях. Документ разработан в соответствии с требованиями федеральных законов о безопасности зданий и энергосбережении, с целью повышения энергетической эффективности и использования возобновляемых источников энергии.",Свод правил,СП 525.1325800.2023 Теплонасосные системы теплохладоснабжения. Правила проектирования.pdf,Свод Правил Теплонасосные Системы Теплохладоснабжения. Правила Проектирования,"['теплонасосные системы', 'теплохладоснабжение', 'проектирование', 'энергосбережение', 'использование возобновляемых источников энергии']","['теплонасосные системы', 'теплохладоснабжение', 'проектирование', 'энергосбережение', 'энергетическая эффективность']",Русский,222,525.1325800.2023,5,85.6,1.2,Введен впервые,СП 525.1325800.2023 Теплонасосные системы теплохладоснабжения. Правила проектирования.pdf,Действующий,137
Центры обработки данных,Здания и сооружения,2024-12-23,2025-08-26T04:22:40.959575+00:00,"Свод правил СП 541.1325800.2024 устанавливает правила проектирования зданий и сооружений центров обработки данных, включая требования к размещению, объемно-планировочным и конструктивным решениям, пожарной безопасности, инженерному оборудованию, безопасности эксплуатации и санитарно-эпидемиологическим требованиям. Документ разработан с учетом законодательных требований в области технического регулирования и энергосбережения.",Свод правил,СП 541.1325800.2024_Здания и сооружения центров обработки данных.pdf,Свод правил СП 541.1325800.2024 Здания и сооружения центров обработки данных. Правила проектирования,"['правила проектирования', 'требования к земельным участкам', 'объемно-планировочные решения', 'пожарная безопасность', 'инженерно-технические системы', 'санитарно-эпидемиологические требования']","['центры обработки данных', 'проектирование', 'здания и сооружения', 'пожарная безопасность', 'энергосбережение', 'инженерное оборудование', 'безопасная эксплуатация']",русский,218,541.1325800.2024,5,93.3,0.0,Введен впервые,СП 541.1325800.2024_Здания и сооружения центров обработки данных.pdf,Действующий,58
"Контроль за строительством, реконструкцией и капитальным ремонтом объектов капитального строительства",Строительство,2024-12-27,2025-08-26T04:22:43.939739+00:00,"Свод правил устанавливает требования и порядок строительного контроля при строительстве, реконструкции и капитальном ремонте объектов капитального строительства. Введен в действие приказом Минстроя России от 27 декабря 2024 года с датой введения 28 января 2025 года.",Свод правил,"СП 543.1325800.2024 Строительныи контроль при строительстве, реконструкции, капитальном ремонте объектов капитального строительства.pdf","СП 543.1325800.2024 Строительный контроль при строительстве, реконструкции, капитальном ремонте объектов капитального строительства","['требования строительного контроля', 'порядок контроля', 'строительные работы']","['строительный контроль', 'строительство', 'реконструкция', 'капитальный ремонт', 'объекты капитального строительства']",русский,516,543.1325800.2024,5,61.5,14.5,Введен впервые,"СП 543.1325800.2024 Строительныи контроль при строительстве, реконструкции, капитальном ремонте объектов капитального строительства.pdf",Действующий,279
"Проектирование новых и реконструкция существующих футбольных стадионов всех категорий, включая уникальные объекты с футбольными и легкоатлетическими спортивными аренами, предназначенных для проведения футбольных матчей, легкоатлетических соревнований и учебно-тренировочного процесса.",Архитектура,2023-12-28,2025-08-26T04:22:49.143514+00:00,"Настоящий свод правил разработан для обеспечения требований по проектированию футбольных стадионов, учитывая нормативные документы РФС, УЕФА, ФИФА, а также требований безопасности, функциональности и комфортности для посетителей. Документ регулирует минимальные требования к футбольным стадионам, направлен на снижение энергозатрат и упрощение работы проектировщиков. Включает положения по стадии проектирования и реконструкции всех категорий футбольных стадионов.",Свод правил,"СП_285.1325800.2016_Стадионы футбольные. Правила проектирования (с изменениями 1, 2, 3).pdf",Свод правил Стадионы футбольные Правила проектирования,"['требования к проектированию', 'безопасность', 'комфорт посетителей', 'энергосбережение', 'нормативные документы']","['футбольные стадионы', 'проектирование', 'безопасность', 'функциональность', 'энергозатраты', 'РФС', 'УЕФА', 'ФИФА']",Русский,290,285.1325800.2016,5,87.1,3.7,Изменения N 3,"СП_285.1325800.2016_Стадионы футбольные. Правила проектирования (с изменениями 1, 2, 3).pdf",Действующий,142
проведение детального сейсмического районирования для объектов повышенного уровня ответственности,Строительство,2017-06-17,2025-08-26T04:22:54.968247+00:00,"Настоящий свод правил предназначен для проведения работ по детальному сейсмическому районированию, включающим сейсмотектонические и сейсмологические исследования, для объектов повышенного уровня ответственности, таких как особо опасные, технически сложные и уникальные объекты. Документ распространяется на новые объекты и работы по капитальному ремонту, реконструкции и восстановлению ранее возведенных объектов, кроме атомной энергетики и крупных инфраструктурных объектов.",Свод правил,СП_286.1325800.2016_Сооружения морские причальные. Правила проектирования и строительства (с изменением 1).pdf,Свод правил Объекты строительные повышенной ответственности Правила детального сейсмического районирования,"['детальное сейсмическое районирование', 'требования к строительству объектов критической важности', 'нормативные ссылки на СНиП и федеральные законы']","['сейсмическое районирование', 'объекты повышенной ответственности', 'сейсмотектонические исследования', 'сейсмологические исследования', 'градостроительство']",русский,358,286.1325800.2016,5,80.8,7.6,,СП_286.1325800.2016_Сооружения морские причальные. Правила проектирования и строительства (с изменением 1).pdf,Действующий,30
"Проектирование новых, реконструируемых и капитальный ремонт морских причальных гидротехнических сооружений",Строительство,2017-06-17,2025-08-26T04:23:01.210760+00:00,"Настоящий свод правил содержит требования по проектированию и строительству морских причальных сооружений, направленные на обеспечение безопасных условий для швартовки, стоянки и обработки судов, сохранности и повышения долговечности сооружений при взаимодействии с судами, работе перегрузочного оборудования и портовых транспортных средств, складировании грузов. Он разработан с учётом актуального уровня исследований, опыта проектирования и строительства в различных природно-климатических и гидрогеологических условиях и утверждён Приказом Минстроя России от 16 декабря 2016 года.",Свод правил,СП_287.1325800.2016_Сооружения морские причальные. Правила проектирования и строительства (с изменением 1).pdf,Свод Правил Сооружения Морские Причальные Правила Проектирования И Строительства,"['требования проектирования', 'строительство гидротехнических объектов', 'безопасность морских сооружений', 'регулирование в строительстве']","['морские причальные сооружения', 'проектирование', 'строительство', 'гидротехнические сооружения', 'безопасность', 'долговечность', 'швартовка', 'перегрузочное оборудование', 'портовые транспортные средства', 'складирование грузов']",Русский,308,287.1325800.2016,5,82.6,0.7,Введен впервые,СП_287.1325800.2016_Сооружения морские причальные. Правила проектирования и строительства (с изменением 1).pdf,Действующий,245
"Проектируемые, реконструируемые жилые и общественные здания",Отопление,2022-12-23,2025-08-26T04:23:05.835434+00:00,"Данный свод правил устанавливает правила проектирования тепловой защиты жилых и общественных зданий. Документ разработан с учетом требований Федерального закона о техническом регулировании безопасности зданий и сооружений и является развитием СП 50.13330.2012. Документ включает изменения, утвержденные Министерством строительства России в 2019 и 2022 годах.",Свод правил,"СП_345.1325800.2017_Здания жилые и общественные. Правила проектирования тепловой защиты (с изменениями 1, 2).pdf",Свод правил Здания жилые и общественные. Правила проектирования тепловой защиты,"['правила проектирования', 'тепловая защита зданий', 'строительные материалы', 'нормативные ссылки']","['тепловая защита', 'проектирование', 'жилые здания', 'общественные здания', 'строительные материалы', 'теплопроводность', 'влажность']",русский,664,345.1325800.2017,5,68.4,1.0,Изменения N 2,"СП_345.1325800.2017_Здания жилые и общественные. Правила проектирования тепловой защиты (с изменениями 1, 2).pdf",Действующий,133
Эксплуатация спортивных зданий и сооружений,Безопасность эксплуатации зданий и сооружений,2019-06-11,2025-08-26T04:23:09.592310+00:00,"Данный свод правил разработан для регулирования безопасной эксплуатации спортивных зданий и сооружений. В документе содержатся требования по технической и пожарной безопасности, а также нормы по энергоэффективности, учитывая особенности спортивных объектов.",Свод правил,СП_418.1325800.2018_Здания и сооружения спортивные. Правила эксплуатации.pdf,Свод правил Здания и сооружения спортивные. Правила эксплуатации,"['требования безопасности', 'эксплуатация спортивных объектов', 'нормативные ссылки', 'технические регламенты']","['эксплуатация', 'спортивные здания', 'спортивные сооружения', 'технический регламент', 'пожарная безопасность', 'энергосбережение', 'энергоэффективность']",Русский,200,418.1325800.2018,5,88.1,3.2,Введен впервые,СП_418.1325800.2018_Здания и сооружения спортивные. Правила эксплуатации.pdf,Действующий,69
"Эксплуатация мелиоративных систем и сооружений, исключая водохранилища и оросительные системы с использованием сточных вод и животноводческих стоков",Мелиоративные системы и сооружения,2019-06-25,2025-08-26T04:23:13.208747+00:00,"Свод правил устанавливает требования к эксплуатации мелиоративных систем и сооружений в целях обеспечения безопасности и соответствия техническим регламентам Российской Федерации. В документе прописаны условия эксплуатации, нормативные ссылки на стандарты и законы, регулирующие безопасность гидротехнических и мелиоративных сооружений.",Свод правил,СП_421.1325800.2018_Мелиоративные системы и сооружения. Правила эксплуатации.pdf,Свод правил Мелиоративные системы и сооружения. Правила эксплуатации,"['эксплуатация мелиоративных систем', 'требования безопасности', 'нормативные документы', 'технический регламент', 'гидротехнические сооружения']","['мелиоративные системы', 'эксплуатация', 'правила эксплуатации', 'гидротехнические сооружения', 'безопасность', 'технический регламент']",Русский,244,421.1325800.2018,5,94.1,0.0,Введен впервые,СП_421.1325800.2018_Мелиоративные системы и сооружения. Правила эксплуатации.pdf,Действующий,81
"Стационарные системы передачи извещений о пожаре, использующие проводные и беспроводные каналы связи",Пожарная безопасность,2017-06-01,2025-08-26T04:23:16.794354+00:00,"Стандарт устанавливает общие технические требования и методы контроля к системам передачи извещений о пожаре (СПИ) и их оборудованию. Применяется к разрабатываемым, изготовляемым, модернизируемым и импортируемым СПИ. Не распространяется на оборудование иных каналов передачи информации.",ГОСТ,СТБ 11.16.10-2016 Система стандартов пожарнои безопасности. Системы передачи извещении о пожаре. Общие технические требования.pdf,СТБ 11.16.10-2016 Система стандартов пожарной безопасности Системы передачи извещений о пожаре Общие технические требования Методы контроля,"['Технические требования к СПИ', 'Методы контроля и испытаний', 'Пожарная сигнализация', 'Стандартизация в области пожарной безопасности']","['Системы передачи извещений о пожаре', 'Общие технические требования', 'Методы контроля', 'Пожарная безопасность', 'Проводные и беспроводные каналы связи']",русский,138,11.16.10-2016,5,96.0,0.0,Введен впервые,СТБ 11.16.10-2016 Система стандартов пожарнои безопасности. Системы передачи извещении о пожаре. Общие технические требования.pdf,Действующий,18
"Средства обеспечения пожарной безопасности и пожаротушения, предназначенные для предотвращения, снижения риска возникновения, ограничения развития пожара и распространения его опасных факторов, для тушения пожара, спасения людей, защиты жизни и (или) здоровья человека, имущества и окружающей среды от пожара",Пожарная безопасность,2017-06-23,2025-08-26T04:23:20.556056+00:00,"Документ устанавливает обязательные требования к средствам обеспечения пожарной безопасности и пожаротушения на территории государств-членов Евразийского экономического союза. Регламент направлен на защиту жизни, здоровья, имущества и окружающей среды от пожаров, а также регулирует маркировку таких средств для их свободного перемещения.",Решение ЕЭК,ТР ЕАЭС 043_2017 Технический регламент Евразииского экономического союза О требованиях к средствам ПБ и пожаротушения.pdf,"Технический регламент Евразийского экономического союза ""О требованиях к средствам обеспечения пожарной безопасности и пожаротушения""","['требования к средствам пожарной безопасности', 'маркировка средств пожарной безопасности', 'область применения технического регламента']","['технический регламент', 'пожарная безопасность', 'пожаротушение', 'Евразийский экономический союз', 'сертификация']",русский,3396,043/2017,5,7.4,0.0,,ТР ЕАЭС 043_2017 Технический регламент Евразииского экономического союза О требованиях к средствам ПБ и пожаротушения.pdf,Действующий,25
"Продукция, предназначенная для гражданской обороны и защиты от чрезвычайных ситуаций природного и техногенного характера, выпускаемая в обращение на таможенной территории Евразийского экономического союза",Гражданская оборона и защита от чрезвычайных ситуаций,2021-10-05,2025-08-26T04:23:24.613769+00:00,"Документ устанавливает обязательные требования безопасности к продукции, предназначенной для гражданской обороны и защиты от чрезвычайных ситуаций природного и техногенного характера, действующие на таможенной территории Евразийского экономического союза. Регламент регулирует сферу применения продукции в целях защиты жизни, здоровья, имущества и окружающей среды, а также определяет исключения из области применения.",Решение ЕЭК,ТР ЕАЭС 050_2021 Технический регламент Евразииского экономического союза О безопасности продукции ЧС.pdf,"Технический регламент Евразийского экономического союза О безопасности продукции, предназначенной для гражданской обороны и защиты от чрезвычайных ситуаций природного и техногенного характера","['требования безопасности', 'область применения', 'исключения', 'понятия и термины']","['Технический регламент', 'Евразийский экономический союз', 'гражданская оборона', 'чрезвычайные ситуации', 'безопасность продукции']",Русский,3091,050/2021,5,25.0,28.6,,ТР ЕАЭС 050_2021 Технический регламент Евразииского экономического союза О безопасности продукции ЧС.pdf,Действующий,25
