area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
"Руководства по проектированию, монтажу, техническому обслуживанию и ремонту автоматических установок пожаротушения",Пожарная безопасность,2021-09-15,2025-08-26T03:12:32.934417+00:00,"Стандарт устанавливает основные требования к проектированию, монтажу, эксплуатации, техническому обслуживанию, ремонту и методам испытаний на работоспособность автоматических установок пожаротушения. Применяется к новым установкам и к тем, на которых проведены капитальный ремонт, реконструкция или техническое перевооружение.",ГОСТ Р,ГОСТ Р 59636-2021 Установки пожаротушения автоматические. Методы испытаний на работоспособность.pdf,"ГОСТ Р 59636-2021 Установки пожаротушения автоматические. Руководство по проектированию, монтажу, техническому обслуживанию и ремонту. Методы испытаний на работоспособность","['проектирование', 'монтаж', 'техническое обслуживание', 'ремонт', 'испытания на работоспособность']","['автоматические установки пожаротушения', 'проектирование', 'монтаж', 'техническое обслуживание', 'ремонт', 'методы испытаний', 'работоспособность']",русский,215,59636-2021,5,98.4,16.3,Введен впервые,ГОСТ Р 59636-2021 Установки пожаротушения автоматические. Методы испытаний на работоспособность.pdf,Действующий,35
"Методы контроля качества огнезащитных работ при монтаже (нанесении), техническом обслуживании и ремонте огнезащитных средств на зданиях, сооружениях и различных конструкциях",Пожарная безопасность,2024-08-02,2025-08-26T03:12:37.851943+00:00,"Стандарт устанавливает общие правила монтажа и нанесения средств огнезащиты, методы контроля качества огнезащитных работ и порядок их применения при монтаже, техническом обслуживании и ремонте. Распространяется на деревянные, стальные, железобетонные конструкции, инженерное оборудование, кабельные линии и текстильные материалы.",ГОСТ Р,ГОСТ Р 59637-2021 Средства противопожарной защиты. Методы контроля качества огнезащитных работ.pdf,"ГОСТ Р 59637-2021 Средства противопожарной защиты зданий и сооружений. Средства огнезащиты. Методы контроля качества огнезащитных работ при монтаже (нанесении), техническом обслуживании и ремонте (с Изменением № 1)","['монтаж средств огнезащиты', 'контроль качества огнезащитных работ', 'техническое обслуживание огнезащитных материалов', 'ремонт огнезащитных покрытий']","['средства противопожарной защиты', 'огнезащита', 'методы контроля качества', 'монтаж', 'техническое обслуживание', 'ремонт']",русский,250,59637-2021,5,94.8,3.6,Изменение № 1,ГОСТ Р 59637-2021 Средства противопожарной защиты. Методы контроля качества огнезащитных работ.pdf,Действующий,24
"Системы пожарной сигнализации, проектируемые, монтируемые, реконструируемые, модернизируемые и функционирующие на объектах на территории Российской Федерации",Пожарная безопасность,2021-09-15,2025-08-26T03:12:42.817780+00:00,"Стандарт устанавливает требования к проектированию, монтажу, приемке и вводе в эксплуатацию, эксплуатации, техническому обслуживанию и ремонту систем пожарной сигнализации, а также методы испытаний этих систем на работоспособность. Применяется для систем пожарной сигнализации, функционирующих на объектах на территории России, и направлен на обеспечение выполнения требований федеральных законов и нормативных правовых актов в области пожарной безопасности.",ГОСТ Р,ГОСТ Р 59638-2021 Системы пожарной сигнализации. Методы испытаний на работоспособность (изм. на 24.10.2024).pdf,"ГОСТ Р 59638-2021 Системы пожарной сигнализации. Руководство по проектированию, монтажу, техническому обслуживанию и ремонту. Методы испытаний на работоспособность","['проектирование систем пожарной сигнализации', 'монтаж систем пожарной сигнализации', 'техническое обслуживание систем пожарной сигнализации', 'ремонт систем пожарной сигнализации', 'методы испытаний на работоспособность']","['системы пожарной сигнализации', 'проектирование', 'монтаж', 'техническое обслуживание', 'ремонт', 'испытания на работоспособность', 'пожарная безопасность']",Русский,253,59638-2021,5,97.8,6.0,Введен впервые,ГОСТ Р 59638-2021 Системы пожарной сигнализации. Методы испытаний на работоспособность (изм. на 24.10.2024).pdf,Действующий,24
"Системы оповещения и управления эвакуацией людей при пожаре, проектируемые, монтируемые и эксплуатируемые на объектах защиты на территории Российской Федерации",Пожарная безопасность,2021-08-24,2025-08-26T03:12:50.516235+00:00,"Стандарт устанавливает требования к проектированию, монтажу, эксплуатации, техническому обслуживанию, ремонту и методам испытаний на работоспособность систем оповещения и управления эвакуацией людей при пожаре (СОУЭ). Документ направлен на обеспечение соблюдения федеральных законов и нормативных актов в области пожарной безопасности.",ГОСТ Р,ГОСТ Р 59639-2021 Системы оповещения и управления эвакуацией людей при пожаре.pdf,"ГОСТ Р 59639-2021 Системы оповещения и управления эвакуацией людей при пожаре. Руководство по проектированию, монтажу, техническому обслуживанию и ремонту. Методы испытаний на работоспособность","['требования к системам оповещения и управления эвакуацией', 'проектирование систем', 'монтаж систем', 'техническое обслуживание', 'ремонт систем', 'методы испытаний на работоспособность']","['Система оповещения и управления эвакуацией', 'СОУЭ', 'пожарная безопасность', 'проектирование', 'монтаж', 'техническое обслуживание', 'ремонт', 'испытания']",Русский,234,59639-2021,5,96.7,2.1,Введен впервые,ГОСТ Р 59639-2021 Системы оповещения и управления эвакуацией людей при пожаре.pdf,Действующий,23
"Проектирование, монтаж, техническое обслуживание и ремонт противопожарных занавесов, методы испытания на работоспособность",Пожарная безопасность,2024-09-01,2025-08-26T03:12:55.904971+00:00,"Настоящий стандарт устанавливает технические требования к проектированию, монтажу, техническому обслуживанию и ремонту противопожарных занавесов, а также методы испытаний на их работоспособность. Стандарт направлен на обеспечение требований нормативных правовых актов, регулирующих противопожарную защиту.",ГОСТ Р,ГОСТ Р 59640-2021 Средства противопожарной защиты. Противопожарные занавесы. (с изм.1) (изм. от 02.08.2024).pdf,"ГОСТ Р 59640-2021 Средства противопожарной защиты зданий и сооружений. Противопожарные занавесы. Руководство по проектированию, монтажу, техническому обслуживанию и ремонту. Методы испытаний на работоспособность (с Изменением № 1)","['технические требования', 'пожарная безопасность', 'противопожарная защита', 'испытания']","['противопожарные занавесы', 'проектирование', 'монтаж', 'техническое обслуживание', 'ремонт', 'методы испытаний', 'работоспособность']",русский,303,59640-2021,5,95.9,11.9,Изменение № 1,ГОСТ Р 59640-2021 Средства противопожарной защиты. Противопожарные занавесы. (с изм.1) (изм. от 02.08.2024).pdf,Действующий,33
"Средства противопожарной защиты зданий и сооружений, элементы заполнения проемов в противопожарных преградах, включая двери, ворота, люки, шторы, роллеты, экраны и окна",Пожарная безопасность,2024-08-02,2025-08-26T03:13:00.637244+00:00,"Стандарт устанавливает общие требования к монтажу, техническому обслуживанию, оценке состояния и ремонту элементов заполнения проемов в противопожарных преградах зданий и сооружений. Включает методы контроля и охватывает различные конструкции заполнения проемов, такие как двери, ворота, люки, шторы, роллеты, экраны и окна.",ГОСТ Р,ГОСТ Р 59642-2021 Средства противопожарной защиты. Заполнение проемов в противопожарных преградах.pdf,"ГОСТ Р 59642-2021 Средства противопожарной защиты зданий и сооружений. Заполнение проемов в противопожарных преградах. Общие требования к монтажу, техническому обслуживанию и ремонту. Методы контроля","['монтаж', 'техническое обслуживание', 'ремонт', 'методы контроля', 'элементы заполнения проемов', 'противопожарные преграды']","['пожарная безопасность', 'заполнение проемов', 'противопожарные преграды', 'монтаж', 'техническое обслуживание', 'ремонт', 'методы контроля']",Русский,203,59642-2021,5,95.3,5.0,Изменение № 1,ГОСТ Р 59642-2021 Средства противопожарной защиты. Заполнение проемов в противопожарных преградах.pdf,Действующий,18
Внутреннее противопожарное водоснабжение,Пожарная безопасность,2021-08-24,2025-08-26T03:13:04.448940+00:00,"Настоящий стандарт является руководством по проектированию, монтажу, техническому обслуживанию и ремонту внутренних систем противопожарного водоснабжения, а также методам испытаний на их работоспособность. Стандарт утверждён и введён в действие в 2021 году Федеральным агентством по техническому регулированию и метрологии.",ГОСТ Р,ГОСТ Р 59643-2021 Внутреннее противопожарное водоснабжение. Методы испытаний на работоспособность.pdf,"ГОСТ Р 59643 Внутреннее противопожарное водоснабжение. Руководство по проектированию, монтажу, техническому обслуживанию и ремонту. Методы испытаний на работоспособность","['проектирование систем водоснабжения', 'монтаж систем водоснабжения', 'техническое обслуживание', 'испытывания на работоспособность']","['внутреннее противопожарное водоснабжение', 'проектирование', 'монтаж', 'техническое обслуживание', 'ремонт', 'методы испытаний', 'работоспособность']",Русский,175,59643,5,95.4,0.0,Введен впервые,ГОСТ Р 59643-2021 Внутреннее противопожарное водоснабжение. Методы испытаний на работоспособность.pdf,Действующий,34
"Настоящий стандарт распространяется на грунты, закрепленные растворами на основе цемента и силиката натрия, используемые при строительстве, реконструкции и ремонте объектов капитального строительства, а также для работ по инженерной защите территорий от природных и техногенных процессов.",Строительство,2022-09-01,2025-08-26T03:13:09.203577+00:00,"Национальный стандарт Российской Федерации, устанавливающий технические требования на химически закрепленные грунты, используемые в строительстве. Стандарт разработан в целях обеспечения соблюдения требований технического регламента о безопасности зданий и сооружений.",ГОСТ Р,ГОСТ Р 59706-2022 Грунты химически закрепленные. Технические условия.pdf,ГОСТ Р 59706-2022 Грунты химически закрепленные. Технические условия,"['технические требования', 'испытания', 'классификация грунтов', 'материалы для закрепления грунтов']","['грунты химически закрепленные', 'технические условия', 'строительство', 'цементные растворы', 'силикат натрия', 'инженерная защита территорий']",Русский,216,59706-2022,5,91.3,0.0,,ГОСТ Р 59706-2022 Грунты химически закрепленные. Технические условия.pdf,Действующий,23
"Конструкции стоечно-ригельные из профилей алюминиевых сплавов с заполнением, предназначенные для устройства вертикальных или наклонных фасадов жилых, общественных и производственных зданий различного уровня ответственности",Архитектура,2021-11-30,2025-08-26T03:13:14.354704+00:00,"Настоящий стандарт устанавливает общие технические условия для стоечно-ригельных фасадных конструкций из алюминиевых сплавов, применяемых для вертикальных или наклонных фасадов зданий различных типов.",ГОСТ Р,ГОСТ Р 59913-2021 Конструкции стоечно-ригельные фасадные из алюминиевых сплавов.Общие технические условия.pdf,Конструкции стоечно-ригельные фасадные из алюминиевых сплавов. Общие технические условия,"['технические условия стоечно-ригельных фасадных конструкций', 'алюминиевые сплавы', 'применение в строительстве фасадов']","['алюминиевые сплавы', 'фасадные конструкции', 'стоечно-ригельные конструкции', 'технические условия', 'фасады зданий']",Русский,196,59913-2021,5,92.2,1.4,,ГОСТ Р 59913-2021 Конструкции стоечно-ригельные фасадные из алюминиевых сплавов.Общие технические условия.pdf,Действующий,19
"Проектирование систем вентиляции и кондиционирования воздуха новых, реконструируемых и капитально ремонтируемых общественных зданий и сооружений, в том числе при изменении их функционального назначения, а также на помещения общественного назначения, встраиваемые в жилые здания и в другие объекты, соответствующие санитарно-эпидемиологическим требованиям к общественным зданиям",Вентиляция,2022-02-01,2025-08-26T03:13:19.256337+00:00,"Настоящий стандарт устанавливает технические требования к проектированию систем вентиляции и кондиционирования воздуха общественных зданий для обеспечения нормативных параметров микроклимата для находящихся в них людей в любые сезоны года. Стандарт охватывает проектирование, требования к параметрам воздушной среды помещений, организации воздухообмена и процесс работы от проектирования до ввода систем в эксплуатацию.",ГОСТ Р,ГОСТ Р 59972-2021 Системы вентиляции и кондиционирования воздуха общественных зданий.pdf,ГОСТ Р 59972-2021 Системы вентиляции и кондиционирования воздуха общественных зданий. Технические требования,"['требования к проектированию', 'параметры воздушной среды', 'организация воздухообмена', 'эксплуатация вентиляционных систем']","['вентиляция', 'кондиционирование', 'общественные здания', 'технические требования', 'микроклимат', 'воздушная среда', 'проектирование']",русский,634,59972-2021,5,92.8,1.0,Введен впервые,ГОСТ Р 59972-2021 Системы вентиляции и кондиционирования воздуха общественных зданий.pdf,Действующий,50
"Покрытия напольные эластичные, окрашенный и декоративный линолеум",Строительные материалы и изделия,2022-03-25,2025-08-26T03:13:22.643860+00:00,Стандарт устанавливает технические требования к окрашенному и декоративному линолеуму как виду эластичных напольных покрытий. Документ является модифицированным вариантом международного стандарта ISO 24011:2009 с адаптацией под национальные условия и требованиям.,ГОСТ Р,ГОСТ Р 70047-2022_Покрытия напольные эластичные. Окрашенный и декоративный линолеум.pdf,ГОСТ Р 70047—2022 Покрытия напольные эластичные. Окрашенный и декоративный линолеум. Технические требования,"['классификация', 'маркировка', 'этикетирование', 'упаковка', 'нормативные ссылки', 'термины и определения']","['линолеум', 'напольные покрытия', 'эластичные покрытия', 'технические требования']",русский,249,70047—2022,5,80.0,0.0,Введен впервые,ГОСТ Р 70047-2022_Покрытия напольные эластичные. Окрашенный и декоративный линолеум.pdf,Действующий,16
Формирование и ведение исполнительной документации в электронном виде,Строительство,2022-05-19,2025-08-26T03:13:26.635378+00:00,"Стандарт устанавливает требования к функционированию информационной системы, обеспечивающей процессы формирования и ведения исполнительной документации в электронном виде, а также регламентирует процессы формирования журналов учёта выполнения работ, актов и другой исполнительной документации, контроль процессов и передачу документации эксплуатирующей организации.",ГОСТ Р,ГОСТ Р 70108-2022 Документация исполнительная. Формирование и ведение в электронном виде (изм. на 19.05.2022).pdf,Гост Р 70108-2022 Документация исполнительная Формирование и ведение в электронном виде,"['формирование исполнительной документации', 'ведение исполнительной документации', 'журналы учёта', 'контроль формирования документации', 'передача исполнительной документации в электронном виде']","['исполнительная документация', 'электронное ведение', 'информационная система', 'строительство', 'формирование документации', 'вести журналы', 'контроль процессов']",русский,265,70108-2022,5,93.5,0.0,Введен впервые,ГОСТ Р 70108-2022 Документация исполнительная. Формирование и ведение в электронном виде (изм. на 19.05.2022).pdf,Действующий,44
Рекомендации по выбору и указанию в конструкторской документации шероховатости поверхности изделий из металлов и твердых сплавов,Обработка поверхности,2023-01-01,2025-08-26T03:13:30.982296+00:00,"Настоящий стандарт устанавливает рекомендации по выбору и указанию шероховатости поверхности изделий из металлов и твердых сплавов в конструкторской документации. Определяет зависимость шероховатости от вида обработки, функционального назначения, допусков формы и расположения, размера и квалитета. Не распространяется на дефекты поверхности, связанные с материалом или повреждениями, а также на поверхности с регулярным микрорельефом и изделия, покрываемые другими стандартами.",ГОСТ Р,ГОСТ Р 70117-2022_Шероховатость поверхности Рекомендации по выбору.pdf,ГОСТ Р 70117—2022 Шероховатость поверхности Рекомендации по выбору,"['шероховатость поверхности', 'выбор параметров', 'технические требования', 'обработка изделий']","['шероховатость поверхности', 'рекомендации по выбору', 'конструкторская документация', 'металлы', 'твердые сплавы', 'допуски формы', 'функциональное назначение']",Русский,1224,70117—2022,5,53.1,0.0,Введен впервые,ГОСТ Р 70117-2022_Шероховатость поверхности Рекомендации по выбору.pdf,Действующий,20
"Балансировочные ручные клапаны и автоматические регуляторы перепада давления, автоматические комбинированные клапаны, в том числе автоматические регуляторы (ограничители) расхода и автоматические регуляторы перепада давления с функцией ограничения расхода, термостатические, применяющиеся во внутренних инженерных системах водяного отопления зданий и сооружений, внутренних инженерных системах тепло-, холодоснабжения, в том числе системах с гликолевыми смесями, а также системах горячего водоснабжения зданий и сооружений.",Отопление,2023-08-01,2025-08-26T03:13:35.944301+00:00,"Настоящий стандарт устанавливает общие технические условия для балансировочных клапанов, используемых в системах отопления, внутренних системах тепло- и холодоснабжения, а также в системах горячего водоснабжения зданий и сооружений. В стандарте определены термины, области применения и основные технические требования к клапанам для обеспечения гидравлической увязки и регулирования расхода теплоносителя.",ГОСТ Р,ГОСТ Р 70338-2022 Клапаны балансировочные для систем отопления.pdf,"ГОСТ Р 70338-2022 Клапаны балансировочные для систем отопления, внутренних систем тепло-, холодоснабжения и горячего водоснабжения. Общие технические условия","['терминология', 'технические условия', 'область применения', 'нормативные ссылки']","['балансировочные клапаны', 'ручные клапаны', 'автоматические регуляторы перепада давления', 'теплоснабжение', 'холодоснабжение', 'горячее водоснабжение']",русский,231,70338-2022,5,94.1,0.0,Введен впервые,ГОСТ Р 70338-2022 Клапаны балансировочные для систем отопления.pdf,Действующий,33
"Трубопроводы из пластмасс для водоснабжения, дренажа и напорной канализации",Системы водоснабжения,2023-01-26,2025-08-26T03:13:40.406196+00:00,"Данный стандарт устанавливает требования к трубопроводам из полиэтилена (ПЭ) для систем водоснабжения, дренажа и напорной канализации. Он является модифицированной версией международного стандарта ISO 4427-2:2019 с учетом национальных особенностей и требований экономики России.",ГОСТ Р,"ГОСТ Р 70628.2-2023_Трубопроводы из пластмасс для водоснабжения, дренажа и напорной канализации Полиэтилен (ПЭ) Трубы.pdf","ГОСТ Р 70628.2— 2023 (ИСО 4427-2:2019) Трубопроводы из пластмасс для водоснабжения, дренажа и напорной канализации по полиэтилен (ПЭ). Часть 2. Трубы","['трубы из полиэтилена', 'системы водоснабжения', 'дренаж', 'канализация']","['трубопроводы', 'пластмассы', 'водоснабжение', 'дренаж', 'напорная канализация', 'полиэтилен']",Русский,427,70628.2— 2023,5,85.3,15.2,Введен впервые,"ГОСТ Р 70628.2-2023_Трубопроводы из пластмасс для водоснабжения, дренажа и напорной канализации Полиэтилен (ПЭ) Трубы.pdf",Действующий,38
бассейны для плавания,Системы водоснабжения,2023-09-01,2025-08-26T03:13:43.952819+00:00,"Стандарт устанавливает общие требования к системам водоподготовки в бассейнах для плавания. Он применяется к организациям и индивидуальным предпринимателям, владеющим или управляющим бассейнами для плавания, и содержит требования для процедуры добровольной сертификации соответствия.",ГОСТ Р,ГОСТ Р 70688-2023 Бассейны для плавания. Подготовка воды. Общие требования.pdf,ГОСТ Р 70688-2023 Бассейны Для Плавания. Подготовка Воды. Общие Требования,"['водообмен', 'технология водоподготовки', 'водоподготовка бассейна']","['водоподготовка', 'системы водоподготовки', 'бассейны для плавания', 'очистка воды', 'дезинфекция воды']",русский,182,70688-2023,5,96.6,1.4,Введен впервые,ГОСТ Р 70688-2023 Бассейны для плавания. Подготовка воды. Общие требования.pdf,Действующий,9
"устройство систем вентиляции и кондиционирования, предназначенные для обеспечения параметров микроклимата в серверных помещениях","Вентиляция, Кондиционирование",2024-01-01,2025-08-26T03:13:48.192946+00:00,"Стандарт распространяется на устройство систем вентиляции и кондиционирования серверных помещений, устанавливая правила и контроль выполнения работ. Исключаются системы жидкостного охлаждения и системы свободного охлаждения серверных помещений. Документ разработан с учётом положений СТО НОСТРОЙ 2.15.177-2015 и конкретизирует отдельные положения.",ГОСТ Р,ГОСТ Р 70735-2023 Инженерные сети зданий и сооружений внутренние. Устройство систем вентиляции и кондиционирования серверных помещений.pdf,ГОСТ Р 70735-2023 Инженерные сети зданий и сооружений внутренние. Устройство систем вентиляции и кондиционирования серверных помещений. Правила и контроль выполнения работ,"['требования к устройству систем вентиляции и кондиционирования', 'контроль выполнения работ']","['вентиляция', 'кондиционирование', 'серверные помещения', 'микроклимат', 'контроль выполнения работ']",русский,232,70735-2023,5,97.6,18.0,Введен впервые,ГОСТ Р 70735-2023 Инженерные сети зданий и сооружений внутренние. Устройство систем вентиляции и кондиционирования серверных помещений.pdf,Действующий,30
"Материалы вяжущие нефтяные битумные, правила выбора марок",Дороги автомобильные,2024-02-01,2025-08-26T03:13:52.041617+00:00,"Стандарт устанавливает правила выбора марок нефтяных битумных вяжущих материалов, предназначенных для автомобильных дорог общего пользования. Включает определение температурных условий эксплуатации и транспортных нагрузок для правильного применения материалов.",ГОСТ Р,ГОСТ Р 71009-2023_Дороги автомобильные общего пользования Материалы вяжущие нефтяные битумные Правила выбора марок.pdf,ГОСТ Р 71009-2023 Дороги автомобильные общего пользования. Материалы вяжущие нефтяные битумные. Правила выбора марок,"['Температурные условия эксплуатации', 'Транспортные нагрузки', 'Правила применения битумных материалов']","['Дороги автомобильные', 'Материалы вяжущие', 'Нефтяные битумные', 'Выбор марок']",русский,32,71009-2023,5,99.5,73.6,Введен впервые,ГОСТ Р 71009-2023_Дороги автомобильные общего пользования Материалы вяжущие нефтяные битумные Правила выбора марок.pdf,Действующий,46
Оценка соответствия лифтов и устройств безопасности лифтов при внесении изменений в конструкцию и сведения о продукции,Лифты,2025-01-01,2025-08-26T03:13:55.881657+00:00,"Стандарт устанавливает правила оценки (подтверждения) соответствия лифтов и устройств безопасности лифтов при внесении изменений в их конструкцию и (или) сведения о продукции, указанные в действующем сертификате соответствия. Документ распространяется на лифты и устройства безопасности лифтов серийного производства и связан с методами испытаний, необходимых для оценки соответствия требованиям технического регламента.",ГОСТ Р,ГОСТ Р 71556-2024 Лифты. Правила оценки соответствия при внесении изменений в конструкцию.pdf,ГОСТ Р 71556-2024 Лифты Правила оценки соответствия при внесении изменений в конструкцию,"['оценка соответствия', 'сертификация продукции', 'испытания лифтов', 'технический регламент']","['лифты', 'правила оценки соответствия', 'изменения конструкции', 'сертификат соответствия', 'технический регламент']",русский,304,71556-2024,5,92.1,0.0,Введен впервые,ГОСТ Р 71556-2024 Лифты. Правила оценки соответствия при внесении изменений в конструкцию.pdf,Действующий,5
Мостостроение,Строительство,2025-02-04,2025-08-26T03:13:59.324237+00:00,"Стандарт устанавливает общие технические условия на ванты для мостостроения, включая классификацию, технические требования, методы контроля, правила приемки, транспортирование и хранение. Содержит методики испытаний на усталость и герметичность.",ГОСТ Р,ГОСТ Р 71612-2024 Ванты для мостостроения. Общие технические условия.pdf,ГОСТ Р 71612-2025 Ванты для мостостроения. Общие технические условия,"['классификация вант', 'конструкция', 'технические требования', 'правила приемки', 'методы контроля', 'транспортирование', 'хранение', 'гарантии изготовителя', 'методики испытаний']","['ванты', 'мостостроение', 'технические условия', 'испытывания на усталость', 'герметичность', 'контроль качества']",русский,230,71612-2025,5,96.2,6.5,Введен впервые,ГОСТ Р 71612-2024 Ванты для мостостроения. Общие технические условия.pdf,Действующий,24
Модульные здания и их конструкции различного функционального назначения,Строительство,2024-11-01,2025-08-26T03:14:02.349899+00:00,"Стандарт устанавливает термины и определения, а также классификацию модульных зданий и их конструкций в области строительства. В документе приведены систематизированные термины, отражающие систему понятий в области модульного строительства.",ГОСТ Р,ГОСТ Р 71617-2024 Модульные здания и конструкции. Классификация.pdf,ГОСТ Р 71617-2024 Модульные здания и конструкции. Термины и определения. Классификация,"['термины и определения', 'модульные здания', 'классификация', 'строительство']","['модульные здания', 'конструкции', 'термины', 'определения', 'классификация', 'строительство']",Русский,122,71617-2024,5,89.3,0.0,Введен впервые,ГОСТ Р 71617-2024 Модульные здания и конструкции. Классификация.pdf,Действующий,24
"Обеспечение антитеррористической защищенности объектов капитального строительства на всех этапах их жизненного цикла, включая строительство, реконструкцию, капитальный ремонт и эксплуатацию, а также для различных объектов производственного и непроизводственного назначения различной ведомственной принадлежности.",Антитеррористическая защищенность,2025-03-01,2025-08-26T03:14:08.831729+00:00,"Настоящий стандарт устанавливает меры и решения по обеспечению антитеррористической защищенности объектов. Он направлен на реализацию нормативных правовых требований к антитеррористической безопасности объектов капитального строительства и различных других объектов на всех этапах их жизненного цикла, включая строительство, реконструкцию, ремонт и эксплуатацию. Стандарт предназначен для применения юридическими и физическими лицами, проектными организациями и государственными органами.",ГОСТ Р,ГОСТ Р 71917-2024 Антитеррористическая защищенность. Мероприятия (изм. на 25.12.2024).pdf,ГОСТ Р 71917-2024 Антитеррористическая защищенность. Мероприятия и решения по обеспечению антитеррористической защищенности объектов. Общие положения,"['антитеррористическая безопасность', 'жизненный цикл объектов', 'нормативные требования', 'проектирование и эксплуатация']","['антитеррористическая защищенность', 'мероприятия и решения', 'объекты капитального строительства', 'безопасность', 'проектная документация', 'государственные органы']",Русский,422,71917-2024,5,92.2,3.7,,ГОСТ Р 71917-2024 Антитеррористическая защищенность. Мероприятия (изм. на 25.12.2024).pdf,Действующий,28
