area_of_application,category,date_issue,date_of_analysis,description,document_type,filename,full_name,keytopics,keywords,language,median_content_length,number,pages_analyzed,percent_clause_detection,percent_missing_clauses,revision,source,status,total_pages
"Стационарные системы передачи извещений о пожаре, использующие проводные и беспроводные каналы связи",Пожарная безопасность,2017-06-01,2025-08-26T04:23:16.794354+00:00,"Стандарт устанавливает общие технические требования и методы контроля к системам передачи извещений о пожаре (СПИ) и их оборудованию. Применяется к разрабатываемым, изготовляемым, модернизируемым и импортируемым СПИ. Не распространяется на оборудование иных каналов передачи информации.",ГОСТ,СТБ 11.16.10-2016 Система стандартов пожарнои безопасности. Системы передачи извещении о пожаре. Общие технические требования.pdf,СТБ 11.16.10-2016 Система стандартов пожарной безопасности Системы передачи извещений о пожаре Общие технические требования Методы контроля,"['Технические требования к СПИ', 'Методы контроля и испытаний', 'Пожарная сигнализация', 'Стандартизация в области пожарной безопасности']","['Системы передачи извещений о пожаре', 'Общие технические требования', 'Методы контроля', 'Пожарная безопасность', 'Проводные и беспроводные каналы связи']",русский,138,11.16.10-2016,5,96.0,0.0,Введен впервые,СТБ 11.16.10-2016 Система стандартов пожарнои безопасности. Системы передачи извещении о пожаре. Общие технические требования.pdf,Действующий,18
"Средства обеспечения пожарной безопасности и пожаротушения, предназначенные для предотвращения, снижения риска возникновения, ограничения развития пожара и распространения его опасных факторов, для тушения пожара, спасения людей, защиты жизни и (или) здоровья человека, имущества и окружающей среды от пожара",Пожарная безопасность,2017-06-23,2025-08-26T04:23:20.556056+00:00,"Документ устанавливает обязательные требования к средствам обеспечения пожарной безопасности и пожаротушения на территории государств-членов Евразийского экономического союза. Регламент направлен на защиту жизни, здоровья, имущества и окружающей среды от пожаров, а также регулирует маркировку таких средств для их свободного перемещения.",Решение ЕЭК,ТР ЕАЭС 043_2017 Технический регламент Евразииского экономического союза О требованиях к средствам ПБ и пожаротушения.pdf,"Технический регламент Евразийского экономического союза ""О требованиях к средствам обеспечения пожарной безопасности и пожаротушения""","['требования к средствам пожарной безопасности', 'маркировка средств пожарной безопасности', 'область применения технического регламента']","['технический регламент', 'пожарная безопасность', 'пожаротушение', 'Евразийский экономический союз', 'сертификация']",русский,3396,043/2017,5,7.4,0.0,,ТР ЕАЭС 043_2017 Технический регламент Евразииского экономического союза О требованиях к средствам ПБ и пожаротушения.pdf,Действующий,25
"Продукция, предназначенная для гражданской обороны и защиты от чрезвычайных ситуаций природного и техногенного характера, выпускаемая в обращение на таможенной территории Евразийского экономического союза",Гражданская оборона и защита от чрезвычайных ситуаций,2021-10-05,2025-08-26T04:23:24.613769+00:00,"Документ устанавливает обязательные требования безопасности к продукции, предназначенной для гражданской обороны и защиты от чрезвычайных ситуаций природного и техногенного характера, действующие на таможенной территории Евразийского экономического союза. Регламент регулирует сферу применения продукции в целях защиты жизни, здоровья, имущества и окружающей среды, а также определяет исключения из области применения.",Решение ЕЭК,ТР ЕАЭС 050_2021 Технический регламент Евразииского экономического союза О безопасности продукции ЧС.pdf,"Технический регламент Евразийского экономического союза О безопасности продукции, предназначенной для гражданской обороны и защиты от чрезвычайных ситуаций природного и техногенного характера","['требования безопасности', 'область применения', 'исключения', 'понятия и термины']","['Технический регламент', 'Евразийский экономический союз', 'гражданская оборона', 'чрезвычайные ситуации', 'безопасность продукции']",Русский,3091,050/2021,5,25.0,28.6,,ТР ЕАЭС 050_2021 Технический регламент Евразииского экономического союза О безопасности продукции ЧС.pdf,Действующий,25
"Лифты и устройства безопасности лифтов, используемые на территории государств-членов Таможенного союза, с исключениями для лифтов шахт горной и угольной промышленности, судов, морских платформ, летательных аппаратов и специальных военных лифтов",Безопасность,2011-10-18,2025-08-26T04:23:31.761691+00:00,"Документ устанавливает единые обязательные требования к безопасности лифтов и устройств безопасности лифтов на территории Таможенного союза, направленные на защиту жизни и здоровья человека, имущества и информирование пользователей о назначении и безопасности лифтов. Включает правила обращения на рынке, требования к безопасности, подтверждение соответствия и маркировку продукции.",Технический регламент,ТР ТС 011-2011 Безопасность лифтов.pdf,Технический регламент Таможенного союза ТР ТС 011/2011 Безопасность лифтов,"['требования к безопасности лифтов', 'область применения', 'определения', 'правила обращения на рынке', 'подтверждение соответствия', 'маркировка продукции', 'переходные периоды']","['лифты', 'устройства безопасности лифтов', 'маркировка', 'сертификация', 'технический регламент', 'безопасность', 'Таможенный союз']",Русский,228,011/2011,5,94.6,0.0,,ТР ТС 011-2011 Безопасность лифтов.pdf,Действующий,22
"Обеспечение безопасности на стадиях проектирования, строительства, реконструкции, капитального ремонта и эксплуатации автомобильных дорог общего пользования и дорожных сооружений",Безопасность автомобильных дорог,2011-10-18,2025-08-26T04:23:36.906703+00:00,"Технический регламент Таможенного союза устанавливает минимально необходимые требования безопасности к автомобильным дорогам и процессам их проектирования, строительства, реконструкции, капитального ремонта и эксплуатации. Регламент направлен на защиту жизни и здоровья граждан, охрану окружающей среды, предотвращение ввода в заблуждение потребителей, а также обеспечение энергетической эффективности и ресурсосбережения.",Решение ЕЭК,ТР ТС 014-2011 Безопасность автомобильных дорог.pdf,Технический регламент Таможенного союза ТР ТС 014/2011 Безопасность автомобильных дорог,"['требования безопасности', 'оценка соответствия', 'дорожные материалы', 'сертификация']","['технический регламент', 'автомобильные дороги', 'безопасность', 'проектирование', 'строительство', 'реконструкция', 'капитальный ремонт', 'эксплуатация', 'дорожные сооружения']",русский,817,014/2011,5,69.7,2.2,,ТР ТС 014-2011 Безопасность автомобильных дорог.pdf,Действующий,30
планировка и застройка г. Москвы,Архитектура,2020-09-22,2025-08-26T04:23:41.651328+00:00,"Данный документ содержит нормы и правила проектирования планировки и застройки территорий г. Москвы. Он направлен на реализацию Генерального плана развития Москвы и устанавливает требования по охране природной среды, здоровья граждан, сохранению памятников истории и культуры, исторической среды, а также противопожарные и иные требования безопасности. Документ распространяется на вновь застраиваемые и реконструируемые территории Москвы.",ТСН,ТСН 30-304-2000 г.Москвы (МГСН 1.01-99) Нормы и правила проектирования планировки и застроики г. Москвы (с Изменениями на 21.12.2021).pdf,МГСН 1.01-99 Нормы и правила проектирования планировки и застройки г. Москвы,"['нормы планировки', 'градостроительные требования', 'безопасность при проектировании']","['проектирование', 'планировка', 'застройка', 'Москва', 'градостроительство', 'охрана природной среды', 'пожарная безопасность', 'исторические памятники']",русский,237,1.01-99,5,96.0,0.0,"Изменения, утвержденные и введенные в действие с 29.09.2020 постановлением Правительства Москвы от 22.09.2020 N 1557-ПП",ТСН 30-304-2000 г.Москвы (МГСН 1.01-99) Нормы и правила проектирования планировки и застроики г. Москвы (с Изменениями на 21.12.2021).pdf,Действующий,56
"Требования к размещению и организации сети зданий, функциональным группам, составу и площадям помещений, объемно-планировочным решениям, освещению, инженерному оборудованию и внутренней среде общеобразовательных учреждений на территории города Москвы. Проектирование вновь строящихся и реконструируемых зданий и комплексов общеобразовательных учреждений любых организационно-правовых форм и форм собственности.",Общеобразовательные учреждения,2021-12-21,2025-08-26T04:23:46.877858+00:00,"Данный документ устанавливает нормы и требования для проектирования и организации общеобразовательных учреждений в городе Москве. Включает положения по функциональным группам зданий, площади помещений, объемно-планировочным решениям, освещению и инженерному оборудованию. Введен в действие постановлением Правительства Москвы от 01.06.2004 и обновлен изменениями от 21.12.2021.",ТСН,ТСН 31-306-2004 г. Москвы (МГСН 4.06-03) Общеобразовательные учреждения (с Изменениями на 21.12.2021).pdf,Технические строительные нормы 31-306-2004 г.Москвы Общеобразовательные учреждения с Изменениями на 21.12.2021,"['размещение зданий', 'планировка помещений', 'инженерное оборудование', 'освещение', 'архитектурное проектирование', 'гигиенические требования']","['общеобразовательные учреждения', 'нормы проектирования', 'Москва', 'строительные нормы', 'организация зданий', 'инженерное оборудование', 'освещение']",русский,449,31-306-2004,5,84.1,24.7,Изменения от 21.12.2021,ТСН 31-306-2004 г. Москвы (МГСН 4.06-03) Общеобразовательные учреждения (с Изменениями на 21.12.2021).pdf,Действующий,51
Проектирование общеобразовательных учреждений на территории города Москвы,Образование,2021-12-21,2025-08-26T04:23:52.205236+00:00,"Документ устанавливает требования к размещению, организации сети зданий, функциональным группам, составу и площадям помещений, объемно-планировочным решениям, освещению, инженерному оборудованию и внутренней среде общеобразовательных учреждений на территории города Москвы. Распространяется на проектирование новых и реконструируемых общеобразовательных учреждений. Содержит обязательные и рекомендательные положения.",ТСН,ТСН 31-306-2004 г. Москвы Общеобразовательные учреждения (изм. на 21.12.2021).pdf,ТСН 31-306-2004 г. Москвы Общеобразовательные Учреждения (с Изменениями на 21.12.2021),"['требования к зданиям общеобразовательных учреждений', 'планировка и объемно-планировочные решения', 'освещение и инженерное оборудование', 'нормативные ссылки на строительные нормы и правила']","['общеобразовательные учреждения', 'проектирование зданий', 'Москва', 'строительные нормы', 'организация сети зданий', 'функциональные группы', 'инженерное оборудование', 'внутренняя среда']",русский,462,31-306-2004,5,85.0,24.7,Изменения на 21.12.2021,ТСН 31-306-2004 г. Москвы Общеобразовательные учреждения (изм. на 21.12.2021).pdf,Действующий,53
"Для города Москвы, распространяется на проектирование вновь строящихся и реконструкцию существующих зданий всех видов дошкольных образовательных учреждений",Образование,2021-12-21,2025-08-26T04:23:55.389303+00:00,Данный документ устанавливает нормы и требования к проектированию и реконструкции дошкольных образовательных учреждений в городе Москве в соответствии с законодательством РФ и санитарно-эпидемиологическими правилами. Документ вступил в силу в 2006 году и был актуализирован изменениями в 2021 году.,ТСН,ТСН 31-307-2006 г.Москвы (МГСН 4.07-05) Дошкольные образовательные учреждения (с Изменениями на 21.12.2021).pdf,Московские городские строительные нормы Дошкольные образовательные учреждения,"['Проектирование зданий', 'Реконструкция зданий', 'Образовательные учреждения', 'Санитарные нормы']","['Дошкольные образовательные учреждения', 'Строительные нормы', 'Проектирование', 'Реконструкция', 'Москва', 'Образование']",Русский,433,4.07-05,5,90.5,3.2,Изменения на 21.12.2021,ТСН 31-307-2006 г.Москвы (МГСН 4.07-05) Дошкольные образовательные учреждения (с Изменениями на 21.12.2021).pdf,Действующий,56
Проектирование и реконструкция зданий дошкольных образовательных учреждений в городе Москве,Образование,2021-12-21,2025-08-26T04:23:59.693913+00:00,"Документ содержит московские городские строительные нормы для дошкольных образовательных учреждений. Включает требования к проектированию, реконструкции и организации режимов работы таких учреждений с учетом законодательства и санитарно-эпидемиологических норм. Введен в действие постановлением Правительства Москвы и дополнен изменениями 2021 года.",ТСН,ТСН 31-307-2006 г.Москвы Дошкольные образовательные учреждения (изм. на 21.12.2021).pdf,ТСН 31-307-2006 г.Москвы Дошкольные образовательные учреждения (с Изменениями на 21.12.2021),"['требования к проектированию дошкольных учреждений', 'законодательство об образовании', 'санитарные нормы', 'реконструкция зданий']","['дошкольные образовательные учреждения', 'строительные нормы', 'проектирование', 'реконструкция', 'санитарно-эпидемиологические требования', 'образование', 'Москва']",Русский,434,31-307-2006,5,91.5,3.2,с Изменениями на 21.12.2021,ТСН 31-307-2006 г.Москвы Дошкольные образовательные учреждения (изм. на 21.12.2021).pdf,Действующий,57
Проектирование новых и реконструируемых лечебно-профилактических учреждений и аптек в г. Москве,Лечебно-профилактические учреждения,2000-07-25,2025-08-26T04:24:04.621848+00:00,"Документ предназначен для дополнения и уточнения нормативных требований СНиП в строительстве, действующих на территории г. Москвы, регламентирует проектирование лечебно-профилактических учреждений и аптек с учетом архитектурно-планировочных решений, инженерного оборудования и требований безопасности.",ТСН,ТСН 31-313-98 г.Москвы (МГСН 4.12-97) Лечебно-профилактические учреждения.pdf,ТСН 31-313-98 г.Москвы Лечебно-профилактические учреждения (с Изменением N 1),"['требования к размещению', 'проекты лечебно-профилактических учреждений', 'архитектурно-планировочные решения', 'инженерное оборудование']","['Нормы проектирования', 'лечебно-профилактические учреждения', 'аптеки', 'строительство', 'Москва', 'СНиП', 'инженерное оборудование']",Русский,459,31-313-98,5,83.7,21.1,Изменение N 1,ТСН 31-313-98 г.Москвы (МГСН 4.12-97) Лечебно-профилактические учреждения.pdf,Действующий,27
"Проектирование и строительство новых и реконструируемых культурно-зрелищных учреждений в городе Москве, включая здания и комплексы различных назначений, независимо от формы собственности",Культурно-зрелищные учреждения,1998-08-01,2025-08-26T04:24:10.874901+00:00,"Документ устанавливает московские региональные требования к проектированию и строительству культурно-зрелищных учреждений. Он включает обязательные, рекомендательные и справочные положения по размещению, организации территорий, функционально-планировочным элементам, инженерно-технологическому оборудованию и безопасности этих учреждений. Нормы обязательны для применения различными организациями и физическими лицами, осуществляющими проектирование и строительство.",ТСН,ТСН 31-317-99 г.Москвы (МГСН 4.17-98) Культурно-зрелищные учреждения.pdf,Территориальные строительные нормы от 28.07.1998 N 31-317-99 г.Москвы Культурно-зрелищные учреждения Московские городские строительные нормы от 28.07.1998 N 4.17-98,"['нормы проектирования', 'требования к строительству', 'организация территорий', 'безопасность культурно-зрелищных зданий']","['территориальные строительные нормы', 'культурно-зрелищные учреждения', 'проектирование', 'строительство', 'Москва', 'региональные требования']",русский,473,31-317-99,5,80.3,26.2,Введены впервые,ТСН 31-317-99 г.Москвы (МГСН 4.17-98) Культурно-зрелищные учреждения.pdf,Действующий,87
Уровни террористической опасности на территории Российской Федерации,Пожарная безопасность,2024-09-06,2025-08-26T04:24:18.184294+00:00,"Документ устанавливает порядок установления уровней террористической опасности на отдельных участках территории Российской Федерации и предусматривает принятие дополнительных мер по обеспечению безопасности личности, общества и государства. В документе описываются три уровня террористической опасности: повышенный, высокий и критический, а также регламентируются процедуры установления, изменения и отмены этих уровней с учетом последних изменений на 6 сентября 2024 года.",Указ президента,Указ президента РФ №851 от 14.06.2012 О порядке установления уровней террористическои опасности.pdf,"Указ Президента Российской Федерации от 14 июня 2012 года N 851 О порядке установления уровней террористической опасности, предусматривающих принятие дополнительных мер по обеспечению безопасности личности, общества и государства (с изменениями на 6 сентября 2024 года)","['Установление уровней террористической опасности', 'Принятие мер безопасности', 'Антитеррористическая деятельность']","['террористическая опасность', 'уровни террористической опасности', 'безопасность', 'противодействие террористическим актам', 'антитеррористическая комиссия']",Русский,2763,851,5,16.7,0.0,Изменения на 6 сентября 2024 года,Указ президента РФ №851 от 14.06.2012 О порядке установления уровней террористическои опасности.pdf,Действующий,5
Правовое регулирование в сфере образования в Российской Федерации,Образование,2023-12-25,2025-08-26T04:24:23.302199+00:00,"Федеральный закон регулирует правовые основы образования в Российской Федерации, включая изменения, внесённые по состоянию на 25 декабря 2023 года. Закон действует в редакции с 1 мая 2024 года и охватывает основные положения образовательной деятельности, права и обязанности участников образовательного процесса.",Федеральный Закон,ФЗ №273 от 29.12.2012 Об образовании в РФ.pdf,Федеральный закон Об образовании в Российской Федерации,"['правовые основы образования', 'права и обязанности в образовании', 'регулирование образовательной деятельности']","['образование', 'федеральный закон', 'правовое регулирование', 'Российская Федерация', 'изменения']",русский,3260,273-ФЗ,5,43.6,2.4,с изменениями на 25 декабря 2023 года,ФЗ №273 от 29.12.2012 Об образовании в РФ.pdf,Действующий,196
Обеспечение безопасности эксплуатации опасных производственных объектов на территории Российской Федерации,Промышленная безопасность,2025-08-17,2025-08-26T04:24:29.144759+00:00,"Федеральный закон определяет правовые, экономические и социальные основы обеспечения безопасной эксплуатации опасных производственных объектов, направлен на предупреждение аварий и обеспечение готовности организаций к локализации и ликвидации последствий аварий.",Федеральный Закон,ФЗ-116 О промышленной безопасности опасных производственных объектов (ред. от 08.08.2024).pdf,Федеральный закон о промышленной безопасности опасных производственных объектов,"['правовые основы промышленной безопасности', 'предупреждение аварий', 'эксплуатация опасных производственных объектов', 'готовность к ликвидации аварий']","['промышленная безопасность', 'опасные производственные объекты', 'аварии', 'технические устройства', 'локализация аварий', 'ликвидация последствий']",Русский,1337,116-ФЗ,5,53.3,0.0,Редакция с учетом изменений до 08.08.2024,ФЗ-116 О промышленной безопасности опасных производственных объектов (ред. от 08.08.2024).pdf,Действующий,44
гидротехнические сооружения,Пожарная безопасность,2025-08-17,2025-08-26T04:24:33.852235+00:00,"Настоящий Федеральный закон регулирует отношения, возникающие при осуществлении деятельности по обеспечению безопасности при проектировании, строительстве, капитальном ремонте, эксплуатации, реконструкции, консервации и ликвидации гидротехнических сооружений. Включает нормы и правила обеспечения безопасности гидротехнических сооружений, требования к профессиональному образованию экспертов, контроль и мониторинг состояния сооружений, а также порядок действий при аварийных ситуациях.",Федеральный Закон,ФЗ-117_О безопасности гидротехнических сооружений.pdf,Федеральный закон о безопасности гидротехнических сооружений,"['безопасность', 'гидротехнические сооружения', 'нормативные правовые акты', 'профессиональное образование', 'аварийные ситуации']","['безопасность гидротехнических сооружений', 'проектирование', 'строительство', 'эксплуатация', 'реконструкция', 'капитальный ремонт', 'контроль', 'мониторинг', 'авария']",русский,1406,117-ФЗ,5,64.3,0.0,От 08.08.2024 № 232-ФЗ,ФЗ-117_О безопасности гидротехнических сооружений.pdf,Действующий,26
"Объекты защиты (продукции), в том числе здания и сооружения, производственные объекты",Пожарная безопасность,2023-12-25,2025-08-26T04:24:37.574685+00:00,"Данный Федеральный закон устанавливает основные положения технического регулирования в области пожарной безопасности и минимально необходимые требования пожарной безопасности к объектам защиты, включая здания, сооружения и производственные объекты. Закон содержит положения о целях и сфере применения и регулирует защиту жизни, здоровья и имущества граждан и организаций от пожаров.",Федеральный Закон,ФЗ-123 Технический регламент о требованиях пожарнои безопасности (с изм. на 25.12.2023).pdf,Технический регламент о требованиях пожарной безопасности (с изменениями на 25 декабря 2023 года),"['пожарная безопасность', 'объекты защиты', 'техническое регулирование', 'пожарно-технические требования']","['технический регламент', 'требования пожарной безопасности', 'федеральный закон', 'изменения 2023', 'защита от пожаров']",русский,1023,123-ФЗ,5,77.7,1.5,с изменениями на 25 декабря 2023 года,ФЗ-123 Технический регламент о требованиях пожарнои безопасности (с изм. на 25.12.2023).pdf,Действующий,117
,Атомная энергия,2025-08-17,2025-08-26T04:24:40.914298+00:00,"Федеральный закон регулирует правовые основы и принципы использования атомной энергии в Российской Федерации, направлен на защиту здоровья и жизни людей, охрану окружающей среды, защиту собственности и способствует развитию атомной науки и техники. Закон охватывает вопросы безопасности, регулирования и международного сотрудничества в области атомной энергии.",Федеральный Закон,ФЗ-170 Об использовании атомной энергии.pdf,Федеральный закон Об использовании атомной энергии,"['правовые основы использования атомной энергии', 'принципы регулирования', 'безопасность', 'участие граждан и организаций']","['атомная энергия', 'безопасность', 'радиационная опасность', 'международное право', 'защита окружающей среды']",русский,1298,170-ФЗ,5,69.4,0.0,,ФЗ-170 Об использовании атомной энергии.pdf,Действующий,71
,Техническое регулирование,2023-12-25,2025-08-26T04:24:44.854771+00:00,"Федеральный Закон о техническом регулировании устанавливает основные принципы и требования в области технического регулирования в Российской Федерации. Документ включает положения о стандартизации, сертификации, технических регламентах и обеспечении соответствия продукции и услуг установленным нормам. Закон содержит положения о внесенных изменениях вплоть до 25 декабря 2023 года.",Федеральный Закон,ФЗ-184 О техническом регулировании (изм. на 25.12.2023).pdf,Федеральный Закон О техническом регулировании,"['основные принципы технического регулирования', 'порядок разработки технических регламентов', 'контроль соблюдения норм']","['техническое регулирование', 'стандартизация', 'сертификация', 'технические регламенты', 'соответствие продукции']",русский,2148,123-ФЗ,5,56.7,22.7,,ФЗ-184 О техническом регулировании (изм. на 25.12.2023).pdf,Действующий,55
,Градостроительство,2025-06-24,2025-08-26T04:24:48.050486+00:00,"Градостроительный Кодекс Российской Федерации с изменениями на 24 июня 2025 года. Документ регулирует вопросы градостроительной деятельности, планирования, застройки и использования земельных ресурсов в России.",Кодекс,ФЗ-190 Градостроительный кодекс РФ (изм. на 24.06.2025).pdf,Градостроительный Кодекс Российской Федерации,"['Градостроительство', 'Земельные отношения', 'Правовое регулирование']","['Градостроительство', 'Землепользование', 'Застройка', 'Планирование территорий', 'Федеральные законы']",русский,4200,Градостроительный Кодекс Российской Федерации,5,23.2,0.0,,ФЗ-190 Градостроительный кодекс РФ (изм. на 24.06.2025).pdf,Действующий,363
Регулирование отношений по найму жилых помещений жилищного фонда социального использования,Жилищное законодательство,2014-07-21,2025-08-26T04:24:52.053212+00:00,"Федеральный закон вносит изменения в Жилищный кодекс Российской Федерации, направленные на регулирование порядка предоставления жилых помещений по договорам найма жилищного фонда социального использования. Закон определяет критерии нуждаемости в жилых помещениях, порядок учета граждан, устанавливает уровни доходов и имущества для признания нуждающихся, а также регламентирует особенности предоставления жилых помещений государственных, муниципальных и частных жилищных фондов.",Федеральный Закон,ФЗ-217 Найм жилых Помещений жилищного фонда социального использования.pdf,Федеральный закон N 217-ФЗ от 21 июля 2014 года О внесении изменений в Жилищный кодекс Российской Федерации и отдельные законодательные акты Российской Федерации в части законодательного регулирования отношений по найму жилых помещений жилищного фонда социального использования,"['изменения в законодательстве', 'порядок предоставления жилых помещений', 'учет нуждающихся', 'доход и имущество граждан', 'жилищный фонд социального использования']","['Жилищный кодекс', 'социальное использование', 'найм жилых помещений', 'жилищный фонд', 'регулирование отношений']",Русский,3752,217-ФЗ,5,40.4,16.0,,ФЗ-217 Найм жилых Помещений жилищного фонда социального использования.pdf,Действующий,38
"Установление и оценка применения обязательных требований в предпринимательской и иной экономической деятельности, а также государственный и муниципальный контроль, лицензирование, аккредитация и оценка соответствия продукции",Правовое регулирование,2025-06-01,2025-08-26T04:24:55.601628+00:00,"Федеральный закон регулирует правовые и организационные основы установления и оценки применения обязательных требований в Российской Федерации. Закон охватывает сферы государственного и муниципального контроля, административной ответственности, лицензирования и других форм оценки и экспертизы.",Федеральный Закон,ФЗ-247 Об обязательных требованиях в РФ (изм. на 28.02.2025).pdf,"Федеральный закон Об обязательных требованиях в Российской Федерации (с изменениями на 28 февраля 2025 года) (редакция, действующая с 1 июня 2025 года)","['установление обязательных требований', 'оценка применения требований', 'государственный и муниципальный контроль', 'правовые основы']","['обязательные требования', 'государственный контроль', 'муниципальный контроль', 'административная ответственность', 'лицензирование', 'аккредитация', 'оценка соответствия продукции', 'правовое регулирование']",Русский,1355,247-ФЗ,5,70.8,0.0,,ФЗ-247 Об обязательных требованиях в РФ (изм. на 28.02.2025).pdf,,11
